log_id,spot_no,entry_time,exit_time,duration_hours
1032,22,2025-01-27 03:03:00,2025-01-27 04:03:00,1
1033,7,2025-01-13 11:37:00,2025-01-13 14:37:00,3
1034,28,2025-01-01 18:22:00,2025-01-01 21:22:00,3
1035,49,2025-01-25 13:04:00,2025-01-25 14:04:00,1
1036,26,2025-01-06 17:11:00,2025-01-06 19:11:00,2
1037,45,2025-01-11 09:12:00,2025-01-11 10:12:00,1
1038,8,2025-01-07 07:41:00,2025-01-07 08:41:00,1
1039,1,2025-01-06 11:44:00,2025-01-06 13:44:00,2
1040,3,2025-01-10 01:32:00,2025-01-10 02:32:00,1
1041,13,2025-01-30 11:12:00,2025-01-30 13:12:00,2
1042,28,2025-01-10 05:08:00,2025-01-10 07:08:00,2
1043,46,2025-01-13 15:42:00,2025-01-13 18:42:00,3
1044,45,2025-01-15 23:54:00,2025-01-16 01:54:00,2
1045,7,2025-01-11 10:03:00,2025-01-11 11:03:00,1
1046,11,2025-01-09 19:52:00,2025-01-09 20:52:00,1
1047,25,2025-01-22 00:28:00,2025-01-22 01:28:00,1
1048,43,2025-01-28 09:18:00,2025-01-28 12:18:00,3
1049,11,2025-01-17 18:27:00,2025-01-17 19:27:00,1
1050,43,2025-01-20 09:02:00,2025-01-20 11:02:00,2
1051,12,2025-01-16 13:36:00,2025-01-16 16:36:00,3
1052,40,2025-01-29 17:42:00,2025-01-29 19:42:00,2
1053,17,2025-01-18 19:49:00,2025-01-18 22:49:00,3
1054,35,2025-01-14 15:17:00,2025-01-14 17:17:00,2
1055,38,2025-01-18 17:49:00,2025-01-18 20:49:00,3
1056,37,2025-01-23 10:39:00,2025-01-23 11:39:00,1
1057,36,2025-01-28 12:41:00,2025-01-28 15:41:00,3
1058,30,2025-01-06 13:12:00,2025-01-06 14:12:00,1
1059,30,2025-01-27 10:13:00,2025-01-27 12:13:00,2
1060,7,2025-01-28 11:55:00,2025-01-28 12:55:00,1
1061,43,2025-01-26 12:07:00,2025-01-26 13:07:00,1
1062,14,2025-01-10 20:33:00,2025-01-10 23:33:00,3
1063,24,2025-01-30 19:00:00,2025-01-30 21:00:00,2
1064,4,2025-01-08 10:01:00,2025-01-08 12:01:00,2
1065,45,2025-01-13 23:51:00,2025-01-14 02:51:00,3
1066,32,2025-01-09 13:35:00,2025-01-09 14:35:00,1
1067,48,2025-01-09 06:26:00,2025-01-09 09:26:00,3
1068,33,2025-01-03 11:29:00,2025-01-03 12:29:00,1
1069,4,2025-01-08 18:15:00,2025-01-08 21:15:00,3
1070,29,2025-01-02 12:06:00,2025-01-02 14:06:00,2
1071,7,2025-01-20 17:01:00,2025-01-20 18:01:00,1
1072,37,2025-01-04 20:30:00,2025-01-04 21:30:00,1
1073,8,2025-01-19 08:44:00,2025-01-19 11:44:00,3
1074,23,2025-01-11 20:50:00,2025-01-11 22:50:00,2
1075,42,2025-01-03 19:15:00,2025-01-03 20:15:00,1
1076,16,2025-01-11 15:46:00,2025-01-11 17:46:00,2
1077,31,2025-01-22 18:45:00,2025-01-22 19:45:00,1
1078,10,2025-01-21 19:59:00,2025-01-21 22:59:00,3
1079,41,2025-01-10 17:48:00,2025-01-10 19:48:00,2
1080,19,2025-01-17 12:13:00,2025-01-17 15:13:00,3
1081,46,2025-01-30 00:30:00,2025-01-30 03:30:00,3
1082,7,2025-01-25 04:33:00,2025-01-25 06:33:00,2
1083,33,2025-01-26 22:55:00,2025-01-27 01:55:00,3
1084,1,2025-01-23 13:06:00,2025-01-23 16:06:00,3
1085,13,2025-01-26 19:07:00,2025-01-26 20:07:00,1
1086,15,2025-01-09 18:11:00,2025-01-09 20:11:00,2
1087,12,2025-01-14 12:48:00,2025-01-14 13:48:00,1
1088,43,2025-01-07 18:33:00,2025-01-07 20:33:00,2
1089,7,2025-01-04 19:52:00,2025-01-04 21:52:00,2
1090,20,2025-01-27 08:26:00,2025-01-27 09:26:00,1
1091,35,2025-01-29 18:54:00,2025-01-29 20:54:00,2
1092,20,2025-01-29 11:29:00,2025-01-29 14:29:00,3
1093,30,2025-01-08 17:39:00,2025-01-08 20:39:00,3
1094,3,2025-01-05 19:35:00,2025-01-05 20:35:00,1
1095,6,2025-01-20 17:34:00,2025-01-20 20:34:00,3
1096,9,2025-01-05 09:07:00,2025-01-05 11:07:00,2
1097,5,2025-01-14 10:36:00,2025-01-14 13:36:00,3
1098,23,2025-01-14 19:35:00,2025-01-14 21:35:00,2
1099,5,2025-01-14 11:49:00,2025-01-14 12:49:00,1
1100,1,2025-01-08 17:42:00,2025-01-08 19:42:00,2
1101,40,2025-01-12 11:18:00,2025-01-12 13:18:00,2
1102,23,2025-01-04 12:06:00,2025-01-04 13:06:00,1
1103,44,2025-01-13 17:19:00,2025-01-13 20:19:00,3
1104,5,2025-01-23 00:50:00,2025-01-23 01:50:00,1
1105,34,2025-01-08 20:03:00,2025-01-08 21:03:00,1
1106,45,2025-01-08 14:57:00,2025-01-08 15:57:00,1
1107,36,2025-01-01 10:50:00,2025-01-01 11:50:00,1
1108,47,2025-01-01 04:09:00,2025-01-01 07:09:00,3
1109,27,2025-01-30 20:34:00,2025-01-30 22:34:00,2
1110,21,2025-01-25 19:40:00,2025-01-25 21:40:00,2
1111,10,2025-01-11 19:07:00,2025-01-11 20:07:00,1
1112,19,2025-01-20 17:54:00,2025-01-20 20:54:00,3
1113,17,2025-01-02 13:49:00,2025-01-02 14:49:00,1
1114,24,2025-01-11 17:18:00,2025-01-11 19:18:00,2
1115,42,2025-01-08 23:34:00,2025-01-09 02:34:00,3
1116,31,2025-01-07 19:00:00,2025-01-07 22:00:00,3
1117,29,2025-01-13 13:57:00,2025-01-13 14:57:00,1
1118,47,2025-01-26 18:57:00,2025-01-26 21:57:00,3
1119,29,2025-01-04 19:34:00,2025-01-04 22:34:00,3
1120,15,2025-01-01 18:08:00,2025-01-01 20:08:00,2
1121,36,2025-01-02 20:57:00,2025-01-02 22:57:00,2
1122,1,2025-01-27 19:33:00,2025-01-27 21:33:00,2
1123,4,2025-01-28 09:15:00,2025-01-28 11:15:00,2
1124,44,2025-01-11 10:52:00,2025-01-11 13:52:00,3
1125,6,2025-01-16 17:42:00,2025-01-16 18:42:00,1
1126,8,2025-01-19 18:06:00,2025-01-19 20:06:00,2
1127,33,2025-01-08 19:59:00,2025-01-08 20:59:00,1
1128,17,2025-01-02 19:30:00,2025-01-02 22:30:00,3
1129,5,2025-01-24 20:33:00,2025-01-24 23:33:00,3
1130,34,2025-01-28 04:20:00,2025-01-28 05:20:00,1
1131,13,2025-01-30 10:59:00,2025-01-30 12:59:00,2
1132,25,2025-01-11 15:26:00,2025-01-11 16:26:00,1
1133,34,2025-01-26 17:04:00,2025-01-26 18:04:00,1
1134,1,2025-01-13 11:44:00,2025-01-13 13:44:00,2
1135,22,2025-01-13 08:57:00,2025-01-13 09:57:00,1
1136,40,2025-01-03 17:21:00,2025-01-03 19:21:00,2
1137,33,2025-01-19 09:58:00,2025-01-19 12:58:00,3
1138,18,2025-01-01 17:25:00,2025-01-01 19:25:00,2
1139,6,2025-01-17 17:02:00,2025-01-17 19:02:00,2
1140,45,2025-01-23 05:39:00,2025-01-23 06:39:00,1
1141,46,2025-01-14 15:31:00,2025-01-14 18:31:00,3
1142,6,2025-01-24 17:01:00,2025-01-24 18:01:00,1
1143,27,2025-01-21 12:08:00,2025-01-21 13:08:00,1
1144,11,2025-01-29 08:06:00,2025-01-29 09:06:00,1
1145,6,2025-01-30 13:00:00,2025-01-30 15:00:00,2
1146,27,2025-01-20 19:18:00,2025-01-20 20:18:00,1
1147,35,2025-01-14 12:42:00,2025-01-14 13:42:00,1
1148,34,2025-01-19 13:42:00,2025-01-19 16:42:00,3
1149,13,2025-01-30 12:08:00,2025-01-30 14:08:00,2
1150,26,2025-01-21 23:12:00,2025-01-22 00:12:00,1
1151,25,2025-01-30 00:35:00,2025-01-30 03:35:00,3
1152,10,2025-01-08 18:17:00,2025-01-08 19:17:00,1
1153,10,2025-01-08 19:32:00,2025-01-08 20:32:00,1
1154,34,2025-01-19 02:46:00,2025-01-19 04:46:00,2
1155,46,2025-01-30 22:31:00,2025-01-31 00:31:00,2
1156,4,2025-01-25 20:24:00,2025-01-25 22:24:00,2
1157,19,2025-01-13 21:17:00,2025-01-13 22:17:00,1
1158,20,2025-01-28 18:33:00,2025-01-28 20:33:00,2
1159,25,2025-01-17 22:43:00,2025-01-18 01:43:00,3
1160,4,2025-01-25 01:27:00,2025-01-25 02:27:00,1
1161,13,2025-01-09 19:10:00,2025-01-09 22:10:00,3
1162,30,2025-01-14 10:12:00,2025-01-14 13:12:00,3
1163,20,2025-01-11 17:14:00,2025-01-11 18:14:00,1
1164,16,2025-01-15 10:28:00,2025-01-15 13:28:00,3
1165,31,2025-01-07 12:36:00,2025-01-07 15:36:00,3
1166,17,2025-01-29 20:43:00,2025-01-29 21:43:00,1
1167,24,2025-01-15 19:46:00,2025-01-15 21:46:00,2
1168,22,2025-01-22 16:29:00,2025-01-22 17:29:00,1
1169,6,2025-01-06 20:51:00,2025-01-06 22:51:00,2
1170,8,2025-01-18 11:08:00,2025-01-18 12:08:00,1
1171,26,2025-01-22 17:44:00,2025-01-22 20:44:00,3
1172,25,2025-01-27 01:45:00,2025-01-27 04:45:00,3
1173,25,2025-01-29 13:01:00,2025-01-29 15:01:00,2
1174,12,2025-01-20 10:30:00,2025-01-20 11:30:00,1
1175,48,2025-01-22 20:37:00,2025-01-22 21:37:00,1
1176,28,2025-01-19 22:23:00,2025-01-19 23:23:00,1
1177,20,2025-01-22 10:58:00,2025-01-22 11:58:00,1
1178,36,2025-01-15 21:08:00,2025-01-16 00:08:00,3
1179,5,2025-01-19 19:36:00,2025-01-19 20:36:00,1
1180,32,2025-01-30 12:53:00,2025-01-30 14:53:00,2
1181,10,2025-01-06 01:09:00,2025-01-06 04:09:00,3
1182,3,2025-01-08 18:24:00,2025-01-08 20:24:00,2
1183,16,2025-01-28 12:11:00,2025-01-28 15:11:00,3
1184,40,2025-01-03 17:09:00,2025-01-03 20:09:00,3
1185,17,2025-01-20 18:02:00,2025-01-20 21:02:00,3
1186,44,2025-01-14 18:05:00,2025-01-14 20:05:00,2
1187,42,2025-01-27 10:45:00,2025-01-27 12:45:00,2
1188,46,2025-01-28 21:38:00,2025-01-29 00:38:00,3
1189,40,2025-01-03 20:01:00,2025-01-03 23:01:00,3
1190,30,2025-01-28 19:10:00,2025-01-28 21:10:00,2
1191,47,2025-01-11 01:25:00,2025-01-11 02:25:00,1
1192,40,2025-01-06 13:00:00,2025-01-06 14:00:00,1
1193,25,2025-01-19 02:51:00,2025-01-19 04:51:00,2
1194,10,2025-01-19 13:05:00,2025-01-19 15:05:00,2
1195,48,2025-01-25 11:51:00,2025-01-25 13:51:00,2
1196,45,2025-01-11 17:31:00,2025-01-11 20:31:00,3
1197,16,2025-01-29 18:26:00,2025-01-29 19:26:00,1
1198,48,2025-01-08 20:29:00,2025-01-08 23:29:00,3
1199,20,2025-01-08 11:30:00,2025-01-08 13:30:00,2
1200,8,2025-01-16 10:16:00,2025-01-16 11:16:00,1
1201,49,2025-01-03 14:32:00,2025-01-03 17:32:00,3
1202,32,2025-01-03 19:48:00,2025-01-03 21:48:00,2
1203,6,2025-01-28 05:24:00,2025-01-28 07:24:00,2
1204,7,2025-01-25 22:03:00,2025-01-25 23:03:00,1
1205,14,2025-01-14 19:55:00,2025-01-14 20:55:00,1
1206,11,2025-01-06 19:40:00,2025-01-06 20:40:00,1
1207,41,2025-01-14 11:13:00,2025-01-14 14:13:00,3
1208,22,2025-01-25 17:53:00,2025-01-25 20:53:00,3
1209,27,2025-01-18 10:37:00,2025-01-18 12:37:00,2
1210,39,2025-01-28 05:56:00,2025-01-28 06:56:00,1
1211,3,2025-01-07 13:53:00,2025-01-07 16:53:00,3
1212,43,2025-01-16 10:48:00,2025-01-16 11:48:00,1
1213,15,2025-01-12 16:00:00,2025-01-12 19:00:00,3
1214,25,2025-01-30 05:17:00,2025-01-30 06:17:00,1
1215,23,2025-01-12 23:06:00,2025-01-13 01:06:00,2
1216,16,2025-01-11 07:34:00,2025-01-11 09:34:00,2
1217,28,2025-01-18 01:14:00,2025-01-18 02:14:00,1
1218,7,2025-01-26 15:33:00,2025-01-26 18:33:00,3
1219,13,2025-01-08 12:10:00,2025-01-08 14:10:00,2
1220,35,2025-01-15 21:39:00,2025-01-15 22:39:00,1
1221,7,2025-01-07 17:53:00,2025-01-07 19:53:00,2
1222,23,2025-01-30 01:29:00,2025-01-30 02:29:00,1
1223,17,2025-01-02 18:44:00,2025-01-02 19:44:00,1
1224,32,2025-01-09 13:40:00,2025-01-09 14:40:00,1
1225,42,2025-01-25 17:08:00,2025-01-25 18:08:00,1
1226,2,2025-01-20 23:32:00,2025-01-21 02:32:00,3
1227,43,2025-01-15 17:49:00,2025-01-15 19:49:00,2
1228,47,2025-01-20 11:37:00,2025-01-20 14:37:00,3
1229,33,2025-01-11 10:47:00,2025-01-11 12:47:00,2
1230,10,2025-01-03 19:57:00,2025-01-03 20:57:00,1
1231,20,2025-01-07 19:35:00,2025-01-07 21:35:00,2
1232,5,2025-01-11 20:06:00,2025-01-11 23:06:00,3
1233,20,2025-01-01 06:12:00,2025-01-01 07:12:00,1
1234,1,2025-01-07 18:47:00,2025-01-07 21:47:00,3
1235,39,2025-01-21 17:06:00,2025-01-21 18:06:00,1
1236,18,2025-01-05 11:11:00,2025-01-05 12:11:00,1
1237,38,2025-01-15 20:00:00,2025-01-15 21:00:00,1
1238,14,2025-01-26 11:27:00,2025-01-26 12:27:00,1
1239,11,2025-01-06 12:10:00,2025-01-06 13:10:00,1
1240,27,2025-01-25 19:24:00,2025-01-25 21:24:00,2
1241,17,2025-01-03 23:08:00,2025-01-04 02:08:00,3
1242,48,2025-01-29 20:51:00,2025-01-29 22:51:00,2
1243,40,2025-01-25 19:08:00,2025-01-25 22:08:00,3
1244,50,2025-01-27 11:06:00,2025-01-27 13:06:00,2
1245,8,2025-01-07 03:13:00,2025-01-07 06:13:00,3
1246,19,2025-01-23 20:43:00,2025-01-23 22:43:00,2
1247,40,2025-01-16 14:47:00,2025-01-16 16:47:00,2
1248,22,2025-01-12 23:59:00,2025-01-13 00:59:00,1
1249,13,2025-01-10 13:53:00,2025-01-10 15:53:00,2
1250,26,2025-01-20 01:39:00,2025-01-20 02:39:00,1
1251,50,2025-01-19 16:47:00,2025-01-19 17:47:00,1
1252,30,2025-01-19 08:10:00,2025-01-19 11:10:00,3
1253,22,2025-01-24 12:54:00,2025-01-24 13:54:00,1
1254,5,2025-01-15 17:32:00,2025-01-15 19:32:00,2
1255,38,2025-01-19 18:23:00,2025-01-19 21:23:00,3
1256,4,2025-01-24 02:03:00,2025-01-24 05:03:00,3
1257,45,2025-01-19 10:32:00,2025-01-19 12:32:00,2
1258,23,2025-01-22 20:19:00,2025-01-22 23:19:00,3
1259,32,2025-01-27 00:50:00,2025-01-27 03:50:00,3
1260,50,2025-01-28 13:30:00,2025-01-28 15:30:00,2
1261,42,2025-01-06 14:32:00,2025-01-06 17:32:00,3
1262,46,2025-01-28 18:22:00,2025-01-28 21:22:00,3
1263,34,2025-01-26 11:42:00,2025-01-26 14:42:00,3
1264,44,2025-01-15 20:04:00,2025-01-15 22:04:00,2
1265,41,2025-01-21 10:36:00,2025-01-21 11:36:00,1
1266,39,2025-01-05 13:19:00,2025-01-05 15:19:00,2
1267,36,2025-01-11 20:46:00,2025-01-11 23:46:00,3
1268,49,2025-01-05 10:46:00,2025-01-05 12:46:00,2
1269,15,2025-01-28 19:48:00,2025-01-28 20:48:00,1
1270,36,2025-01-28 20:10:00,2025-01-28 23:10:00,3
1271,5,2025-01-12 13:03:00,2025-01-12 16:03:00,3
1272,50,2025-01-08 18:31:00,2025-01-08 19:31:00,1
1273,26,2025-01-18 12:02:00,2025-01-18 14:02:00,2
1274,34,2025-01-10 00:44:00,2025-01-10 03:44:00,3
1275,11,2025-01-28 18:54:00,2025-01-28 20:54:00,2
1276,30,2025-01-29 10:47:00,2025-01-29 13:47:00,3
1277,35,2025-01-21 10:03:00,2025-01-21 13:03:00,3
1278,26,2025-01-06 16:08:00,2025-01-06 19:08:00,3
1279,44,2025-01-21 12:40:00,2025-01-21 14:40:00,2
1280,35,2025-01-18 13:47:00,2025-01-18 16:47:00,3
1281,5,2025-01-14 11:25:00,2025-01-14 13:25:00,2
1282,24,2025-01-18 11:56:00,2025-01-18 13:56:00,2
1283,42,2025-01-16 05:59:00,2025-01-16 06:59:00,1
1284,43,2025-01-11 09:23:00,2025-01-11 11:23:00,2
1285,34,2025-01-05 17:28:00,2025-01-05 19:28:00,2
1286,37,2025-01-02 03:49:00,2025-01-02 04:49:00,1
1287,12,2025-01-30 20:06:00,2025-01-30 23:06:00,3
1288,25,2025-01-18 17:33:00,2025-01-18 20:33:00,3
1289,12,2025-01-01 15:17:00,2025-01-01 16:17:00,1
1290,33,2025-01-29 12:55:00,2025-01-29 15:55:00,3
1291,4,2025-01-24 05:03:00,2025-01-24 07:03:00,2
1292,24,2025-01-04 18:41:00,2025-01-04 20:41:00,2
1293,49,2025-01-22 13:03:00,2025-01-22 14:03:00,1
1294,31,2025-01-07 11:02:00,2025-01-07 12:02:00,1
1295,35,2025-01-22 17:23:00,2025-01-22 19:23:00,2
1296,16,2025-01-22 11:52:00,2025-01-22 14:52:00,3
1297,27,2025-01-08 17:32:00,2025-01-08 19:32:00,2
1298,40,2025-01-28 10:31:00,2025-01-28 12:31:00,2
1299,18,2025-01-19 17:31:00,2025-01-19 20:31:00,3
1300,43,2025-01-17 17:18:00,2025-01-17 19:18:00,2
1301,14,2025-01-27 18:47:00,2025-01-27 21:47:00,3
1302,2,2025-01-13 00:56:00,2025-01-13 03:56:00,3
1303,21,2025-01-09 21:37:00,2025-01-09 22:37:00,1
1304,28,2025-01-21 13:01:00,2025-01-21 14:01:00,1
1305,49,2025-01-16 17:40:00,2025-01-16 20:40:00,3
1306,22,2025-01-17 13:18:00,2025-01-17 16:18:00,3
1307,31,2025-01-28 12:50:00,2025-01-28 13:50:00,1
1308,44,2025-01-11 10:18:00,2025-01-11 12:18:00,2
1309,11,2025-01-08 20:34:00,2025-01-08 22:34:00,2
1310,27,2025-01-12 18:47:00,2025-01-12 21:47:00,3
1311,17,2025-01-17 04:34:00,2025-01-17 06:34:00,2
1312,35,2025-01-23 19:04:00,2025-01-23 20:04:00,1
1313,30,2025-01-23 20:15:00,2025-01-23 23:15:00,3
1314,6,2025-01-04 20:16:00,2025-01-04 23:16:00,3
1315,25,2025-01-13 04:39:00,2025-01-13 05:39:00,1
1316,1,2025-01-25 11:47:00,2025-01-25 12:47:00,1
1317,5,2025-01-08 10:15:00,2025-01-08 13:15:00,3
1318,44,2025-01-10 17:27:00,2025-01-10 20:27:00,3
1319,22,2025-01-27 19:13:00,2025-01-27 20:13:00,1
1320,36,2025-01-06 17:05:00,2025-01-06 19:05:00,2
1321,16,2025-01-13 00:02:00,2025-01-13 03:02:00,3
1322,21,2025-01-28 02:39:00,2025-01-28 03:39:00,1
1323,2,2025-01-07 17:42:00,2025-01-07 19:42:00,2
1324,47,2025-01-19 10:56:00,2025-01-19 13:56:00,3
1325,30,2025-01-25 18:49:00,2025-01-25 19:49:00,1
1326,30,2025-01-27 22:28:00,2025-01-28 01:28:00,3
1327,9,2025-01-26 19:53:00,2025-01-26 20:53:00,1
1328,39,2025-01-15 20:55:00,2025-01-15 22:55:00,2
1329,26,2025-01-24 19:22:00,2025-01-24 20:22:00,1
1330,44,2025-01-28 20:21:00,2025-01-28 21:21:00,1
1331,4,2025-01-11 13:52:00,2025-01-11 16:52:00,3
1332,44,2025-01-17 00:09:00,2025-01-17 02:09:00,2
1333,2,2025-01-16 12:08:00,2025-01-16 15:08:00,3
1334,31,2025-01-19 20:49:00,2025-01-19 23:49:00,3
1335,42,2025-01-21 17:20:00,2025-01-21 19:20:00,2
1336,38,2025-01-20 19:46:00,2025-01-20 20:46:00,1
1337,41,2025-01-23 12:47:00,2025-01-23 14:47:00,2
1338,46,2025-01-04 10:17:00,2025-01-04 11:17:00,1
1339,22,2025-01-16 18:18:00,2025-01-16 20:18:00,2
1340,37,2025-01-20 19:11:00,2025-01-20 21:11:00,2
1341,25,2025-01-06 10:13:00,2025-01-06 13:13:00,3
1342,12,2025-01-19 12:17:00,2025-01-19 13:17:00,1
1343,33,2025-01-17 19:56:00,2025-01-17 21:56:00,2
1344,36,2025-01-05 11:49:00,2025-01-05 13:49:00,2
1345,42,2025-01-24 17:46:00,2025-01-24 18:46:00,1
1346,23,2025-01-19 01:52:00,2025-01-19 02:52:00,1
1347,11,2025-01-22 09:14:00,2025-01-22 11:14:00,2
1348,31,2025-01-16 12:12:00,2025-01-16 14:12:00,2
1349,24,2025-01-08 20:37:00,2025-01-08 21:37:00,1
1350,23,2025-01-21 17:15:00,2025-01-21 18:15:00,1
1351,12,2025-01-25 13:29:00,2025-01-25 15:29:00,2
1352,29,2025-01-05 15:36:00,2025-01-05 17:36:00,2
1353,41,2025-01-16 10:30:00,2025-01-16 12:30:00,2
1354,22,2025-01-29 11:33:00,2025-01-29 13:33:00,2
1355,5,2025-01-27 12:01:00,2025-01-27 13:01:00,1
1356,41,2025-01-11 10:12:00,2025-01-11 13:12:00,3
1357,45,2025-01-15 17:35:00,2025-01-15 19:35:00,2
1358,40,2025-01-03 11:31:00,2025-01-03 13:31:00,2
1359,34,2025-01-13 12:17:00,2025-01-13 15:17:00,3
1360,13,2025-01-28 18:03:00,2025-01-28 20:03:00,2
1361,11,2025-01-09 12:20:00,2025-01-09 15:20:00,3
1362,31,2025-01-28 17:19:00,2025-01-28 20:19:00,3
1363,1,2025-01-20 18:29:00,2025-01-20 21:29:00,3
1364,46,2025-01-29 06:51:00,2025-01-29 07:51:00,1
1365,16,2025-01-13 13:28:00,2025-01-13 16:28:00,3
1366,46,2025-01-28 17:57:00,2025-01-28 19:57:00,2
1367,39,2025-01-30 20:43:00,2025-01-30 21:43:00,1
1368,32,2025-01-07 16:38:00,2025-01-07 19:38:00,3
1369,49,2025-01-23 11:36:00,2025-01-23 12:36:00,1
1370,25,2025-01-05 11:32:00,2025-01-05 14:32:00,3
1371,3,2025-01-01 03:58:00,2025-01-01 04:58:00,1
1372,40,2025-01-26 06:40:00,2025-01-26 07:40:00,1
1373,50,2025-01-26 13:12:00,2025-01-26 16:12:00,3
1374,19,2025-01-22 12:01:00,2025-01-22 15:01:00,3
1375,24,2025-01-09 08:35:00,2025-01-09 10:35:00,2
1376,46,2025-01-17 12:21:00,2025-01-17 14:21:00,2
1377,23,2025-01-24 11:34:00,2025-01-24 12:34:00,1
1378,23,2025-01-08 07:05:00,2025-01-08 08:05:00,1
1379,26,2025-01-22 11:46:00,2025-01-22 13:46:00,2
1380,2,2025-01-01 12:41:00,2025-01-01 13:41:00,1
1381,15,2025-01-20 12:29:00,2025-01-20 15:29:00,3
1382,44,2025-01-01 16:09:00,2025-01-01 18:09:00,2
1383,43,2025-01-13 12:22:00,2025-01-13 15:22:00,3
1384,8,2025-01-17 20:35:00,2025-01-17 21:35:00,1
1385,30,2025-01-01 19:18:00,2025-01-01 20:18:00,1
1386,38,2025-01-08 12:59:00,2025-01-08 14:59:00,2
1387,29,2025-01-16 11:31:00,2025-01-16 14:31:00,3
1388,31,2025-01-13 20:16:00,2025-01-13 23:16:00,3
1389,42,2025-01-10 04:08:00,2025-01-10 07:08:00,3
1390,8,2025-01-08 13:31:00,2025-01-08 16:31:00,3
1391,32,2025-01-06 19:59:00,2025-01-06 21:59:00,2
1392,33,2025-01-01 18:07:00,2025-01-01 21:07:00,3
1393,46,2025-01-05 03:56:00,2025-01-05 06:56:00,3
1394,6,2025-01-15 13:59:00,2025-01-15 15:59:00,2
1395,4,2025-01-05 20:06:00,2025-01-05 23:06:00,3
1396,30,2025-01-16 10:40:00,2025-01-16 13:40:00,3
1397,32,2025-01-18 21:33:00,2025-01-18 23:33:00,2
1398,1,2025-01-05 17:13:00,2025-01-05 18:13:00,1
1399,12,2025-01-27 17:52:00,2025-01-27 20:52:00,3
1400,37,2025-01-27 18:50:00,2025-01-27 19:50:00,1
1401,16,2025-01-25 20:24:00,2025-01-25 23:24:00,3
1402,3,2025-01-02 13:19:00,2025-01-02 15:19:00,2
1403,49,2025-01-30 12:48:00,2025-01-30 13:48:00,1
1404,30,2025-01-12 10:27:00,2025-01-12 13:27:00,3
1405,31,2025-01-28 13:31:00,2025-01-28 16:31:00,3
1406,30,2025-01-01 08:10:00,2025-01-01 10:10:00,2
1407,48,2025-01-14 11:51:00,2025-01-14 13:51:00,2
1408,43,2025-01-09 18:01:00,2025-01-09 21:01:00,3
1409,14,2025-01-27 17:24:00,2025-01-27 20:24:00,3
1410,19,2025-01-19 07:12:00,2025-01-19 08:12:00,1
1411,30,2025-01-10 20:05:00,2025-01-10 21:05:00,1
1412,31,2025-01-01 05:12:00,2025-01-01 08:12:00,3
1413,44,2025-01-13 18:35:00,2025-01-13 20:35:00,2
1414,25,2025-01-25 20:39:00,2025-01-25 23:39:00,3
1415,24,2025-01-04 12:17:00,2025-01-04 13:17:00,1
1416,47,2025-01-16 11:09:00,2025-01-16 14:09:00,3
1417,23,2025-01-03 17:13:00,2025-01-03 18:13:00,1
1418,45,2025-01-04 19:50:00,2025-01-04 21:50:00,2
1419,23,2025-01-08 11:36:00,2025-01-08 14:36:00,3
1420,42,2025-01-18 07:37:00,2025-01-18 08:37:00,1
1421,7,2025-01-25 22:56:00,2025-01-26 01:56:00,3
1422,15,2025-01-01 20:51:00,2025-01-01 22:51:00,2
1423,1,2025-01-17 12:26:00,2025-01-17 13:26:00,1
1424,45,2025-01-21 01:59:00,2025-01-21 04:59:00,3
1425,29,2025-01-17 02:23:00,2025-01-17 03:23:00,1
1426,9,2025-01-11 19:12:00,2025-01-11 20:12:00,1
1427,11,2025-01-29 20:10:00,2025-01-29 21:10:00,1
1428,27,2025-01-11 14:31:00,2025-01-11 16:31:00,2
1429,46,2025-01-01 20:55:00,2025-01-01 22:55:00,2
1430,25,2025-01-22 20:57:00,2025-01-22 23:57:00,3
1431,32,2025-01-06 10:44:00,2025-01-06 12:44:00,2
1432,19,2025-01-14 14:43:00,2025-01-14 17:43:00,3
1433,39,2025-01-21 11:24:00,2025-01-21 12:24:00,1
1434,50,2025-01-18 13:45:00,2025-01-18 14:45:00,1
1435,41,2025-01-17 05:38:00,2025-01-17 06:38:00,1
1436,2,2025-01-07 10:11:00,2025-01-07 12:11:00,2
1437,19,2025-01-14 17:36:00,2025-01-14 20:36:00,3
1438,34,2025-01-25 10:06:00,2025-01-25 11:06:00,1
1439,29,2025-01-12 10:10:00,2025-01-12 12:10:00,2
1440,12,2025-01-26 01:21:00,2025-01-26 03:21:00,2
1441,6,2025-01-12 20:18:00,2025-01-12 23:18:00,3
1442,41,2025-01-12 13:58:00,2025-01-12 15:58:00,2
1443,30,2025-01-04 13:39:00,2025-01-04 16:39:00,3
1444,37,2025-01-10 11:02:00,2025-01-10 12:02:00,1
1445,34,2025-01-13 11:30:00,2025-01-13 13:30:00,2
1446,20,2025-01-22 17:09:00,2025-01-22 20:09:00,3
1447,21,2025-01-07 03:33:00,2025-01-07 04:33:00,1
1448,43,2025-01-10 00:23:00,2025-01-10 03:23:00,3
1449,46,2025-01-09 23:51:00,2025-01-10 02:51:00,3
1450,18,2025-01-09 11:02:00,2025-01-09 14:02:00,3
1451,37,2025-01-06 20:38:00,2025-01-06 21:38:00,1
1452,18,2025-01-21 11:28:00,2025-01-21 12:28:00,1
1453,31,2025-01-27 13:37:00,2025-01-27 14:37:00,1
1454,9,2025-01-02 10:29:00,2025-01-02 13:29:00,3
